candidate,is_v2,params,full_n_trades,full_net_return,full_sharpe,full_profit_factor,full_max_drawdown,full_cost_ratio,A_n_trades,A_net_return,A_sharpe,A_profit_factor,A_max_drawdown,A_cost_ratio,B_n_trades,B_net_return,B_sharpe,B_profit_factor,B_max_drawdown,B_cost_ratio
v2_d1_donchian,True,"{""n"": 100, ""regime"": ""trend_only"", ""sizing"": ""fixed_notional""}",124,-0.248652,-0.044396,0.840083,-0.493905,,58,-0.111811,-0.036299,1.183388,-0.431026,0.037851,31,0.082587,0.177862,0.559151,-0.328084,
v2_d1_donchian,True,"{""n"": 100, ""regime"": ""no_high_vol"", ""sizing"": ""risk_stop""}",117,0.053798,0.113469,1.160416,-0.136656,0.046835,52,0.024817,0.108395,1.255285,-0.132093,0.028077,34,0.00499,0.034596,0.780032,-0.104356,
v2_d1_donchian,True,"{""n"": 100, ""regime"": ""no_high_vol"", ""sizing"": ""vol_target""}",120,-0.017087,0.038388,0.985663,-0.325692,0.14548,52,-0.084803,-0.073782,0.922389,-0.325692,0.178825,35,0.029333,0.093104,0.801565,-0.305371,
v2_d1_donchian,True,"{""n"": 100, ""regime"": ""no_high_vol"", ""sizing"": ""fixed_notional""}",113,-0.182726,-0.013189,0.878471,-0.43309,,49,-0.097115,-0.036863,0.935532,-0.355715,0.130114,32,0.029488,0.098334,0.859392,-0.328249,
v2_d1_tsmom,True,"{""lookback"": 63, ""sizing"": ""risk_stop""}",373,0.023893,0.062936,1.049316,-0.098628,0.125974,173,0.021336,0.107969,1.129922,-0.098628,0.071104,96,0.000739,0.011651,1.004331,-0.079511,0.371625
v2_d1_tsmom,True,"{""lookback"": 63, ""sizing"": ""vol_target""}",373,0.113149,0.113455,1.044402,-0.379911,0.128546,177,-0.054031,0.005315,1.001808,-0.379911,0.127186,102,-0.018174,0.024565,0.970517,-0.318004,0.543879
v2_d1_tsmom,True,"{""lookback"": 63, ""sizing"": ""fixed_notional""}",375,-0.141373,0.042586,0.958957,-0.545566,0.25109,177,-0.371693,-0.253619,0.781265,-0.522268,,113,-0.069861,-0.003434,0.923061,-0.368232,
v2_d1_tsmom,True,"{""lookback"": 126, ""sizing"": ""risk_stop""}",254,0.04673,0.100141,1.111283,-0.17806,0.082051,102,0.084183,0.329961,2.161304,-0.086827,0.015503,90,-0.054339,-0.317878,0.231044,-0.17806,
v2_d1_tsmom,True,"{""lookback"": 126, ""sizing"": ""vol_target""}",271,-0.147905,-0.017813,0.931784,-0.53766,0.292595,107,0.254761,0.287975,1.638717,-0.283618,0.024822,101,-0.359549,-0.761104,0.24728,-0.53766,
v2_d1_tsmom,True,"{""lookback"": 126, ""sizing"": ""fixed_notional""}",262,-0.544354,-0.167391,0.783395,-0.695013,,106,0.00535,0.086118,1.145522,-0.453576,0.058677,94,-0.532258,-0.924557,0.217949,-0.616255,
v2_d1_tsmom,True,"{""lookback"": 252, ""sizing"": ""risk_stop""}",185,0.106532,0.19418,1.349744,-0.105651,0.037946,89,-0.009747,-0.026469,1.744174,-0.093494,0.023073,54,0.057988,0.281959,0.729489,-0.105651,
v2_d1_tsmom,True,"{""lookback"": 252, ""sizing"": ""vol_target""}",188,0.329632,0.19764,1.224612,-0.334933,0.059475,93,-0.101858,-0.052397,1.565144,-0.334933,0.029828,49,0.200528,0.32943,0.639169,-0.278727,
v2_d1_tsmom,True,"{""lookback"": 252, ""sizing"": ""fixed_notional""}",189,-0.247648,-0.018708,0.853558,-0.442169,1.641688,94,-0.172579,-0.068748,1.294616,-0.425337,0.048295,52,-0.019672,0.045652,0.441993,-0.352658,
v2_h4_ema,True,"{""adx_min"": 0, ""fast_slow"": ""20_100"", ""regime"": ""none""}",1763,0.098996,0.130618,1.03387,-0.160077,0.413611,887,0.098292,0.237489,1.066029,-0.104066,0.310815,492,-0.023587,-0.03085,0.976962,-0.160077,0.908214
v2_h4_ema,True,"{""adx_min"": 0, ""fast_slow"": ""20_100"", ""regime"": ""trend_only""}",1164,0.116804,0.172564,1.056607,-0.140799,0.332122,580,0.076809,0.228443,1.075213,-0.103298,0.288087,316,-0.031254,-0.1161,0.94657,-0.12605,1.822182
v2_h4_ema,True,"{""adx_min"": 0, ""fast_slow"": ""20_100"", ""regime"": ""no_high_vol""}",1558,0.002177,0.0278,1.000869,-0.162663,0.589688,794,0.019962,0.07324,1.012182,-0.108607,0.489986,417,-0.022255,-0.03474,0.975303,-0.146362,0.96415
v2_h4_ema,True,"{""adx_min"": 20, ""fast_slow"": ""20_100"", ""regime"": ""none""}",1164,0.116804,0.172564,1.056607,-0.140799,0.332122,580,0.076809,0.228443,1.075213,-0.103298,0.288087,316,-0.031254,-0.1161,0.94657,-0.12605,1.822182
v2_h4_ema,True,"{""adx_min"": 20, ""fast_slow"": ""20_100"", ""regime"": ""trend_only""}",1164,0.116804,0.172564,1.056607,-0.140799,0.332122,580,0.076809,0.228443,1.075213,-0.103298,0.288087,316,-0.031254,-0.1161,0.94657,-0.12605,1.822182
v2_h4_ema,True,"{""adx_min"": 20, ""fast_slow"": ""20_100"", ""regime"": ""no_high_vol""}",1010,0.008999,0.033398,1.005183,-0.143999,0.539455,508,-0.024265,-0.053641,0.967668,-0.128855,0.897518,264,-0.010495,-0.01676,0.984508,-0.096046,0.740883
v2_h4_ema,True,"{""adx_min"": 0, ""fast_slow"": ""50_200"", ""regime"": ""none""}",796,-0.121923,-0.211232,0.901563,-0.196134,,412,-0.073756,-0.249099,0.876618,-0.141646,,192,-0.06798,-0.414257,0.796874,-0.096371,
v2_h4_ema,True,"{""adx_min"": 0, ""fast_slow"": ""50_200"", ""regime"": ""trend_only""}",627,-0.103845,-0.199325,0.898018,-0.178602,,332,-0.04301,-0.151891,0.9104,-0.11491,,147,-0.077024,-0.576584,0.704859,-0.103394,
v2_h4_ema,True,"{""adx_min"": 0, ""fast_slow"": ""50_200"", ""regime"": ""no_high_vol""}",715,-0.137996,-0.259407,0.878438,-0.211793,,386,-0.082544,-0.295999,0.855553,-0.152227,,156,-0.069539,-0.4699,0.756229,-0.101663,
v2_h4_ema,True,"{""adx_min"": 20, ""fast_slow"": ""50_200"", ""regime"": ""none""}",627,-0.103845,-0.199325,0.898018,-0.178602,,332,-0.04301,-0.151891,0.9104,-0.11491,,147,-0.077024,-0.576584,0.704859,-0.103394,
v2_h4_ema,True,"{""adx_min"": 20, ""fast_slow"": ""50_200"", ""regime"": ""trend_only""}",627,-0.103845,-0.199325,0.898018,-0.178602,,332,-0.04301,-0.151891,0.9104,-0.11491,,147,-0.077024,-0.576584,0.704859,-0.103394,
v2_h4_ema,True,"{""adx_min"": 20, ""fast_slow"": ""50_200"", ""regime"": ""no_high_vol""}",561,-0.107142,-0.218583,0.885381,-0.177875,,307,-0.055832,-0.215563,0.879814,-0.127815,,117,-0.06155,-0.484678,0.730457,-0.090512,
v2_trend_carry,True,"{""mode"": ""agree"", ""sizing"": ""risk_stop""}",84,-0.050354,-0.214866,0.618889,-0.066965,,40,-0.020803,-0.20121,0.877068,-0.04292,,35,-0.030458,-0.334172,0.366012,-0.066965,
v2_trend_carry,True,"{""mode"": ""agree"", ""sizing"": ""vol_target""}",99,-0.207935,-0.193473,0.595093,-0.29014,,41,-0.096079,-0.219264,0.870158,-0.153682,,48,-0.105946,-0.222598,0.395044,-0.29014,
v2_trend_carry,True,"{""mode"": ""carry_trend_filter"", ""sizing"": ""risk_stop""}",72,-0.039456,-0.153406,0.68008,-0.071745,,36,-0.023455,-0.228756,0.832248,-0.041925,,31,-0.01916,-0.184346,0.441369,-0.070258,
v2_trend_carry,True,"{""mode"": ""carry_trend_filter"", ""sizing"": ""vol_target""}",85,-0.073994,-0.030842,0.859963,-0.247012,,35,-0.067442,-0.136276,1.002697,-0.148896,,39,0.010911,0.0657,0.801757,-0.247012,
v2_trend_carry,True,"{""mode"": ""composite"", ""sizing"": ""risk_stop""}",220,0.228914,0.395784,1.760724,-0.083545,0.031119,97,0.097375,0.431561,3.389098,-0.041893,0.010794,60,0.099783,0.476686,0.713085,-0.083545,
v2_trend_carry,True,"{""mode"": ""composite"", ""sizing"": ""vol_target""}",232,0.575119,0.288012,1.341527,-0.265639,0.064999,103,0.38853,0.415904,2.665158,-0.204432,0.013487,60,0.200905,0.339187,0.594596,-0.265639,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""risk_stop"", ""top_k"": 2}",453,0.016749,0.076674,1.048086,-0.085279,0.260742,231,0.009906,0.090597,1.087296,-0.053238,0.1836,94,-0.04123,-0.803404,0.504325,-0.045746,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""vol_target"", ""top_k"": 2}",565,-0.107051,-0.064734,0.945032,-0.33896,0.899343,253,-0.088144,-0.143251,0.910715,-0.234669,3.410882,146,-0.151799,-0.535657,0.664405,-0.168849,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""fixed_notional"", ""top_k"": 2}",556,-0.268786,-0.086561,0.917285,-0.498362,8.360363,249,-0.235442,-0.249112,0.835346,-0.435912,,144,-0.163927,-0.292582,0.772231,-0.185383,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""risk_stop"", ""top_k"": 3}",546,-0.03214,-0.095642,0.933258,-0.11418,1.039353,294,-0.013693,-0.081243,0.951904,-0.071972,0.514918,102,-0.049328,-0.736293,0.548366,-0.054211,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""vol_target"", ""top_k"": 3}",679,-0.267581,-0.163628,0.886806,-0.412702,,322,-0.173601,-0.240163,0.847728,-0.313526,,161,-0.166962,-0.433229,0.70731,-0.182614,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""fixed_notional"", ""top_k"": 3}",651,-0.460451,-0.168277,0.868032,-0.59201,,314,-0.317778,-0.296192,0.810884,-0.531006,,154,-0.214647,-0.327714,0.731943,-0.243092,
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""risk_stop"", ""top_k"": 2}",299,0.018919,0.079854,1.065624,-0.0684,0.194072,164,-0.001837,-0.007358,1.020784,-0.036977,0.199179,67,-0.033334,-0.602576,0.573438,-0.046159,
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""vol_target"", ""top_k"": 2}",357,-0.043765,0.001297,0.974291,-0.341011,0.423866,177,-0.082348,-0.107137,0.910408,-0.221609,0.831621,98,-0.154208,-0.538897,0.62114,-0.198821,
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""fixed_notional"", ""top_k"": 2}",346,-0.143704,-0.003229,0.950872,-0.494293,0.666009,172,-0.185819,-0.155083,0.863453,-0.355488,,94,-0.196451,-0.357256,0.682232,-0.302841,
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""risk_stop"", ""top_k"": 3}",386,0.058483,0.159905,1.137768,-0.069112,0.108618,201,-0.00345,-0.008375,1.02854,-0.068313,0.15864,99,0.015264,0.13773,1.117586,-0.058303,0.159878
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""vol_target"", ""top_k"": 3}",438,0.159811,0.13799,1.068096,-0.299797,0.152067,214,-0.108847,-0.102257,0.927884,-0.293215,0.438113,121,0.066581,0.17596,1.095032,-0.23725,0.187526
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""fixed_notional"", ""top_k"": 3}",416,0.093412,0.113899,1.025472,-0.471294,0.202391,206,-0.282664,-0.219131,0.841932,-0.463969,,113,0.14098,0.25811,1.135669,-0.238921,0.176012
v2_xpair_strength,True,"{""lookback"": 120, ""sizing"": ""risk_stop"", ""top_k"": 2}",235,-0.021075,-0.076301,0.918339,-0.069495,1.436883,117,0.017428,0.142413,1.218217,-0.046218,0.077618,54,-0.033934,-0.572027,0.535691,-0.051928,
v2_xpair_strength,True,"{""lookback"": 120, ""sizing"": ""vol_target"", ""top_k"": 2}",298,-0.125197,-0.069052,0.909117,-0.290142,2.659569,132,0.07166,0.152699,1.159339,-0.205734,0.094262,89,-0.171393,-0.580048,0.591713,-0.290142,
v2_xpair_strength,True,"{""lookback"": 120, ""sizing"": ""fixed_notional"", ""top_k"": 2}",293,-0.466732,-0.214498,0.766953,-0.502339,,130,-0.008091,0.049244,1.030786,-0.274133,0.160384,89,-0.340101,-0.666456,0.518663,-0.502339,
v2_xpair_strength,True,"{""lookback"": 120, ""sizing"": ""risk_stop"", ""top_k"": 3}",291,-0.034598,-0.079059,0.904274,-0.09574,1.763148,139,0.004055,0.032822,1.073971,-0.073892,0.111442,72,-0.018966,-0.193329,0.805584,-0.09574,
v2_xpair_strength,True,"{""lookback"": 120, ""sizing"": ""vol_target"", ""top_k"": 3}",353,-0.279385,-0.139169,0.828266,-0.39997,,152,0.120702,0.188789,1.20877,-0.231656,0.074842,109,-0.242782,-0.620453,0.53955,-0.39997,
v2_xpair_strength,True,"{""lookback"": 120, ""sizing"": ""fixed_notional"", ""top_k"": 3}",333,-0.550929,-0.219914,0.711591,-0.584764,,143,0.016292,0.08613,1.06959,-0.328187,0.113992,102,-0.277916,-0.42487,0.649392,-0.542943,
v2_session_breakout,True,"{""session"": ""all""}",5261,-0.030687,0.050689,0.997485,-0.425923,0.813569,2490,-0.189665,-0.145469,0.962753,-0.425923,1.45495,1492,0.112134,0.269395,1.033016,-0.234034,0.608101
v2_session_breakout,True,"{""session"": ""tokyo""}",3081,-0.15585,-0.050766,0.975842,-0.374763,1.349222,1463,-0.275959,-0.370691,0.913321,-0.322215,,882,0.222953,0.453016,1.085327,-0.120117,0.396665
v2_session_breakout,True,"{""session"": ""london""}",4151,0.235574,0.166256,1.023062,-0.409216,0.57867,1971,-0.035842,0.017983,0.990625,-0.409216,0.790386,1173,0.238208,0.475017,1.080961,-0.143914,0.406378
v2_session_breakout,True,"{""session"": ""ny""}",3720,-0.005245,0.052017,0.999432,-0.371736,0.755116,1732,-0.106768,-0.079897,0.97243,-0.371736,1.06573,1080,-0.003613,0.0758,1.004371,-0.179387,0.875079
v2_session_breakout,True,"{""session"": ""tokyo_london""}",2256,0.238368,0.188043,1.0408,-0.268945,0.490582,1086,0.075029,0.145566,1.025978,-0.268945,0.527751,608,0.17875,0.44971,1.114419,-0.141442,0.331438
v2_session_breakout,True,"{""session"": ""london_ny""}",2976,-0.113136,-0.023345,0.983863,-0.369691,0.99526,1380,-0.135831,-0.143095,0.952809,-0.35061,1.954968,876,-0.029657,0.013409,0.992782,-0.188467,1.126906
v2_ml_d1_logit,True,"{""th"": 0.55}",155,-0.05951,-0.560292,0.596163,-0.065684,,143,-0.045935,-0.660217,0.649559,-0.05497,,12,-0.014229,-0.724346,0.166362,-0.019909,
v2_ml_d1_logit,True,"{""th"": 0.6}",18,-0.012423,-0.35291,0.435463,-0.014675,,18,-0.012423,-0.510579,0.435463,-0.014675,,0,0.0,0.0,,0.0,
trend_ema_adx,False,"{""adx_min"": 0, ""fast"": 20, ""slow"": 100}",5684,-0.434916,-0.205724,0.954416,-0.555443,1.493311,2735,-0.313666,-0.322228,0.929576,-0.380455,2.917197,1569,-0.193978,-0.298531,0.933382,-0.3672,2.722203
trend_ema_adx,False,"{""adx_min"": 20, ""fast"": 20, ""slow"": 100}",3823,-0.538966,-0.40769,0.915677,-0.58993,7.370561,1859,-0.385154,-0.559244,0.87974,-0.449312,,1003,-0.267529,-0.654144,0.845892,-0.302481,
trend_ema_adx,False,"{""adx_min"": 0, ""fast"": 20, ""slow"": 200}",4214,-0.60821,-0.453211,0.90442,-0.662955,,2028,-0.173557,-0.170945,0.957655,-0.369044,1.372719,1157,-0.360286,-0.820473,0.821056,-0.445611,
trend_ema_adx,False,"{""adx_min"": 20, ""fast"": 20, ""slow"": 200}",3124,-0.688821,-0.715778,0.84329,-0.721519,,1484,-0.255856,-0.362731,0.912526,-0.357285,18.790417,855,-0.415163,-1.280615,0.698197,-0.45483,
trend_ema_adx,False,"{""adx_min"": 0, ""fast"": 50, ""slow"": 100}",3764,-0.54758,-0.409174,0.901064,-0.605748,,1800,0.018628,0.072827,1.00505,-0.307277,0.725749,1027,-0.331497,-0.812447,0.824512,-0.469637,
trend_ema_adx,False,"{""adx_min"": 20, ""fast"": 50, ""slow"": 100}",2929,-0.594755,-0.557645,0.864023,-0.621864,,1411,-0.08317,-0.074292,0.971599,-0.25605,1.078246,778,-0.355417,-1.098835,0.750116,-0.425759,
trend_ema_adx,False,"{""adx_min"": 0, ""fast"": 50, ""slow"": 200}",2872,-0.375184,-0.260869,0.925643,-0.450551,3.960629,1397,-0.141673,-0.163609,0.948075,-0.275032,1.737883,796,-0.154147,-0.346276,0.902868,-0.271744,
trend_ema_adx,False,"{""adx_min"": 20, ""fast"": 50, ""slow"": 200}",2290,-0.382354,-0.306529,0.911323,-0.452218,16.827901,1102,-0.17143,-0.241422,0.925769,-0.207373,4.335489,625,-0.1757,-0.471964,0.857502,-0.245483,
trend_donchian,False,"{""n"": 48, ""sl_atr"": 3.0}",6386,-0.565107,-0.250529,0.938321,-0.607085,4.202294,3000,-0.044978,0.03535,0.994824,-0.284668,0.682375,1764,-0.321208,-0.470057,0.9056,-0.508945,
trend_donchian,False,"{""n"": 48, ""sl_atr"": 5.0}",6272,-0.580009,-0.449873,0.900295,-0.605514,,2963,-0.147494,-0.142484,0.963743,-0.302927,1.173366,1732,-0.225926,-0.465977,0.901902,-0.356791,
trend_donchian,False,"{""n"": 120, ""sl_atr"": 3.0}",3423,-0.551133,-0.246397,0.930432,-0.6616,13.510708,1642,-0.349165,-0.293488,0.908884,-0.4268,,951,-0.386632,-0.626332,0.82174,-0.525772,
trend_donchian,False,"{""n"": 120, ""sl_atr"": 5.0}",3073,-0.530596,-0.364415,0.893648,-0.579695,,1471,-0.322105,-0.399738,0.887946,-0.360404,,856,-0.226105,-0.42472,0.869444,-0.414255,
trend_donchian,False,"{""n"": 240, ""sl_atr"": 3.0}",2090,-0.480382,-0.192508,0.914087,-0.628296,,980,-0.407724,-0.404896,0.853237,-0.541852,,600,-0.212818,-0.253035,0.876304,-0.392422,
trend_donchian,False,"{""n"": 240, ""sl_atr"": 5.0}",1809,-0.455533,-0.288966,0.885064,-0.560833,,868,-0.388309,-0.551701,0.816721,-0.489063,,511,-0.154419,-0.257701,0.879937,-0.33341,
trend_tsmom,False,"{""lookback"": 120, ""z_min"": 0.5}",1725,-0.341821,-0.276237,0.903081,-0.472925,,842,-0.344255,-0.624136,0.829953,-0.4681,,473,-0.000823,0.059738,0.998599,-0.147477,0.558495
trend_tsmom,False,"{""lookback"": 120, ""z_min"": 1.0}",1044,-0.142143,-0.111343,0.942596,-0.350597,6.949042,508,-0.209372,-0.438515,0.850474,-0.347046,,275,0.057555,0.245049,1.088941,-0.114236,0.199624
trend_tsmom,False,"{""lookback"": 480, ""z_min"": 0.5}",1419,-0.076642,-0.029907,0.979314,-0.227063,0.726695,653,-0.071452,-0.094297,0.974148,-0.195923,0.647367,422,-0.037303,-0.050384,0.961183,-0.167001,
trend_tsmom,False,"{""lookback"": 480, ""z_min"": 1.0}",789,-0.260337,-0.303098,0.866452,-0.349677,,350,-0.098946,-0.207415,0.89816,-0.245524,,239,-0.161213,-0.66027,0.734414,-0.201702,
mr_rsi_bb,False,"{""bb_k"": 2.0, ""rsi_lo"": 25}",1344,-0.549552,-1.131153,0.717047,-0.558451,,626,-0.306524,-1.103269,0.728254,-0.307584,,420,-0.142673,-0.731636,0.818873,-0.148392,
mr_rsi_bb,False,"{""bb_k"": 2.5, ""rsi_lo"": 25}",1163,-0.544179,-1.18379,0.687074,-0.552691,,555,-0.313039,-1.194883,0.693025,-0.314075,,356,-0.135831,-0.741645,0.803793,-0.138637,
mr_rsi_bb,False,"{""bb_k"": 2.0, ""rsi_lo"": 30}",4376,-0.741064,-1.095471,0.847218,-0.747158,,2073,-0.355851,-0.739184,0.89495,-0.395477,,1274,-0.36777,-1.389597,0.814402,-0.387488,
mr_rsi_bb,False,"{""bb_k"": 2.5, ""rsi_lo"": 30}",3457,-0.602225,-0.813374,0.872026,-0.634548,,1676,-0.271929,-0.584079,0.901264,-0.30212,,978,-0.288759,-1.118624,0.82803,-0.303544,
mr_zscore,False,"{""n"": 24, ""z"": 2.0}",6603,-0.918655,-1.916967,0.783353,-0.919673,,3894,-0.744392,-2.116109,0.798474,-0.767086,,459,-0.164426,-0.959063,0.797934,-0.176306,
mr_zscore,False,"{""n"": 24, ""z"": 2.5}",4727,-0.880272,-1.817641,0.744926,-0.882238,,2530,-0.60643,-1.629892,0.781633,-0.624614,,890,-0.350819,-1.722942,0.723943,-0.357603,
mr_zscore,False,"{""n"": 72, ""z"": 2.0}",4532,-0.558224,-0.491103,0.908986,-0.654749,,2137,-0.392913,-0.673857,0.901068,-0.445084,,1231,0.13008,0.314501,1.04215,-0.151144,0.486523
mr_zscore,False,"{""n"": 72, ""z"": 2.5}",2478,-0.566182,-0.684086,0.851078,-0.615057,,1197,-0.397515,-0.866508,0.83476,-0.436728,,689,-0.023236,-0.068728,0.979124,-0.127323,1.091409
regime_switch,False,"{""adx_trend"": 25, ""brk"": 24}",6051,-0.803021,-0.832014,0.885305,-0.823295,,2905,-0.535685,-0.82096,0.903292,-0.616797,,1669,-0.294277,-0.683368,0.907867,-0.38165,
regime_switch,False,"{""adx_trend"": 25, ""brk"": 48}",5406,-0.793435,-0.861236,0.881514,-0.809462,,2589,-0.533422,-0.865707,0.887383,-0.587558,,1499,-0.348004,-0.902759,0.876889,-0.401618,
